id,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context,cei_reentrancy_risk,state_external_danger,unchecked_lowlevel_risk,complexity_size_product,functions_calls_interaction,high_severity_density,guard_effectiveness,external_calls_ratio,low_level_calls_ratio,complexity_per_loc,avg_function_size,detector_density,high_severity_ratio,cei_violation_rate,state_after_call_ratio,reentrancy_risk_score,access_control_risk,code_quality_score,contract_maturity,has_critical_pattern,cei_violations^2,cei_violations lines_of_code,cei_violations num_functions,cei_violations max_cyclomatic_complexity,cei_violations total_detector_hits,lines_of_code^2,lines_of_code num_functions,lines_of_code max_cyclomatic_complexity,lines_of_code total_detector_hits,num_functions^2,num_functions max_cyclomatic_complexity,num_functions total_detector_hits,max_cyclomatic_complexity^2,max_cyclomatic_complexity total_detector_hits,total_detector_hits^2,ground_truth_vulnerable,contract_name,data_source
50,0,0,4,1,0,0,0,1,0,5,2,1,1.0,0,2,0.4,0,0,0,0,4,0,0,0,0,1,1,0.0,0.0,4.0,16.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,5,0.0,1,0,0,1.0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.16666666666666666,2.5,0.16666666666666666,0.0,0.0,0.0,0.0,0,8.95,0.2,0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC3156,openzeppelin
51,0,0,2,1,0,0,0,1,0,24,1,1,1.0,0,20,0.8333333333333334,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,3,0.0,1,0,0,1.0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,0.04,12.0,0.04,0.0,0.0,0.0,0.0,0,13.283333333333335,2.0,0,0.0,0.0,0.0,0.0,0.0,576.0,24.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC1363Spender,openzeppelin
52,0,0,4,7,0,0,0,1,0,107,5,1,1.0,0,75,0.7009345794392523,0,0,1,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,0,0,0,0,0,0.0,0,0,7,0,0,0,0.0,7,0,0.0,7,0,0,0,19,0.0,7,0,0,1.0,0,0,0,0,0,0,0,107,0,0,0.0,0.0,0.0,0.009259259259259259,13.375,0.018518518518518517,0.0,0.0,0.0,0.0,0,11.959345794392522,9.5,0,0.0,0.0,0.0,0.0,0.0,11449.0,749.0,107.0,214.0,49.0,7.0,14.0,1.0,2.0,4.0,False,IERC6909,openzeppelin
53,0,0,4,1,0,0,0,1,0,23,2,1,1.0,0,15,0.6521739130434783,0,0,1,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,23,0,0,0.0,0.0,0.0,0.041666666666666664,11.5,0.08333333333333333,0.0,0.0,0.0,0.0,0,11.471739130434784,3.5,0,0.0,0.0,0.0,0.0,0.0,529.0,23.0,23.0,46.0,1.0,1.0,2.0,1.0,2.0,4.0,False,IERC2981,openzeppelin
54,0,0,2,1,0,0,0,1,0,25,1,1,1.0,0,9,0.36,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.038461538461538464,12.5,0.038461538461538464,0.0,0.0,0.0,0.0,0,8.55,0.9,0,0.0,0.0,0.0,0.0,0.0,625.0,25.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC5267,openzeppelin
55,0,0,2,1,0,0,0,1,0,15,1,1,1.0,0,11,0.7333333333333333,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,15,0,0,0.0,0.0,0.0,0.0625,7.5,0.0625,0.0,0.0,0.0,0.0,0,12.283333333333333,1.1,0,0.0,0.0,0.0,0.0,0.0,225.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC1271,openzeppelin
56,0,0,3,6,0,0,0,1,0,4,1,1,1.0,0,2,0.5,0,0,0,0,3,0,0,0,0,1,1,0.0,0.0,3.0,9.0,0,0,0,0,0,0.0,0,0,6,0,0,0,0.0,6,0,0.0,6,0,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,0.5714285714285714,0.2,0.0,0.0,0.0,0.0,0,9.95,0.2,0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,4.0,4.0,36.0,6.0,6.0,1.0,1.0,1.0,False,IERC20,openzeppelin
57,0,0,7,6,0,0,0,1,0,77,3,1,1.0,0,66,0.8571428571428571,0,0,1,0,7,0,0,0,0,2,1,0.0,0.0,7.0,24.5,0,0,0,0,0,0.0,0,0,6,0,0,0,0.0,6,0,0.0,3,0,0,0,17,0.0,6,0,0,1.0,0,0,0,0,0,0,0,77,0,0,0.0,0.0,0.0,0.01282051282051282,11.0,0.02564102564102564,0.0,0.0,0.0,0.0,0,13.521428571428572,8.6,0,0.0,0.0,0.0,0.0,0.0,5929.0,462.0,77.0,154.0,36.0,6.0,12.0,1.0,2.0,4.0,False,IERC1363,openzeppelin
58,0,0,2,1,0,0,0,1,0,14,1,1,1.0,0,10,0.7142857142857143,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,14,0,0,0.0,0.0,0.0,0.06666666666666667,7.0,0.06666666666666667,0.0,0.0,0.0,0.0,0,12.092857142857143,1.0,0,0.0,0.0,0.0,0.0,0.0,196.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC5313,openzeppelin
59,0,0,5,16,0,0,0,1,0,210,3,1,1.0,0,181,0.861904761904762,0,0,2,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,1,0,0,0,0,0.0,0,0,16,0,0,0,0.0,16,0,0.0,16,0,0,0,20,0.0,14,0,0,1.0,0,0,0,0,0,0,0,210,0,0,0.0,0.0,0.0,0.004739336492890996,12.352941176470589,0.009478672985781991,0.0,0.0,0.0,0.0,0,13.56904761904762,22.1,0,0.0,0.0,0.0,0.0,0.0,44100.0,3360.0,210.0,420.0,256.0,16.0,32.0,1.0,2.0,4.0,False,IERC4626,openzeppelin
60,0,0,2,0,0,0,0,0,0,10,1,1,0.0,0,6,0.6,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.09090909090909091,0.0,0.0,0.0,0.0,0,11.0,0.6,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,False,IERC7751,openzeppelin
61,0,0,2,1,0,0,0,1,0,30,1,1,1.0,0,21,0.7,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,4,0.0,1,0,0,1.0,0,0,0,0,0,0,0,30,0,0,0.0,0.0,0.0,0.03225806451612903,15.0,0.03225806451612903,0.0,0.0,0.0,0.0,0,11.95,2.1,0,0.0,0.0,0.0,0.0,0.0,900.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC1363Receiver,openzeppelin
62,0,0,6,3,0,0,0,1,0,4,3,1,1.0,0,2,0.5,0,0,2,0,6,0,0,0,0,2,1,0.0,0.0,6.0,18.0,0,0,0,0,0,0.0,0,0,3,0,0,0,0.0,3,0,0.0,3,0,0,0,3,0.0,2,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,1.0,0.4,0.0,0.0,0.0,0.0,0,9.95,4.2,0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,4.0,8.0,9.0,3.0,6.0,1.0,2.0,4.0,False,IERC721Enumerable,openzeppelin
63,0,0,5,9,0,0,0,1,0,4,2,1,1.0,0,2,0.5,0,0,1,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,0,0,0,0,0,0.0,0,0,9,0,0,0,0.0,9,0,0.0,8,0,0,0,19,0.0,9,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0,9.95,2.2,0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,4.0,8.0,81.0,9.0,18.0,1.0,2.0,4.0,False,IERC721,openzeppelin
64,0,0,2,0,0,0,0,0,0,17,1,1,0.0,0,8,0.4705882352941176,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,0.05555555555555555,0.0,0.0,0.0,0.0,0,9.705882352941176,0.8,0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,False,IERC2309,openzeppelin
65,0,0,5,3,0,0,0,1,0,4,2,1,1.0,0,2,0.5,0,0,1,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,0,0,0,0,0,0.0,0,0,3,0,0,0,0.0,3,0,0.0,3,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,1.0,0.4,0.0,0.0,0.0,0.0,0,9.95,2.2,0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,4.0,8.0,9.0,3.0,6.0,1.0,2.0,4.0,False,IERC20Metadata,openzeppelin
66,0,0,5,0,0,0,0,0,0,5,2,1,0.0,0,2,0.4,0,0,1,0,5,0,0,0,0,3,1,0.0,0.0,5.0,8.333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0,9.0,2.2,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,False,IERC2612,openzeppelin
67,0,0,6,0,0,0,0,0,0,6,3,1,0.0,0,2,0.3333333333333333,0,0,1,0,6,0,0,0,0,3,1,0.0,0.0,6.0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,0,8.333333333333332,2.2,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,False,IERC5805,openzeppelin
68,0,0,2,13,0,0,0,1,0,181,1,1,1.0,0,147,0.8121546961325967,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,1,0,0,0,0,0.0,0,0,13,0,0,0,0.0,13,0,0.0,13,0,0,0,19,0.0,8,0,0,1.0,0,0,0,0,0,0,0,181,0,0,0.0,0.0,0.0,0.005494505494505495,12.928571428571429,0.005494505494505495,0.0,0.0,0.0,0.0,0,13.071546961325968,14.7,0,0.0,0.0,0.0,0.0,0.0,32761.0,2353.0,181.0,181.0,169.0,13.0,13.0,1.0,1.0,1.0,False,IERC777,openzeppelin
69,0,0,2,1,0,0,0,1,0,16,1,1,1.0,0,12,0.75,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,3,0.0,1,0,0,1.0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,0.058823529411764705,8.0,0.058823529411764705,0.0,0.0,0.0,0.0,0,12.45,1.2,0,0.0,0.0,0.0,0.0,0.0,256.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC7913,openzeppelin
70,0,0,3,1,0,0,0,1,0,4,1,1,1.0,0,2,0.5,0,0,0,0,3,0,0,0,0,1,1,0.0,0.0,3.0,9.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,4,0.0,1,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,2.0,0.2,0.0,0.0,0.0,0.0,0,9.95,0.2,0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC721Receiver,openzeppelin
71,0,0,3,3,0,0,0,1,0,36,2,1,1.0,0,24,0.6666666666666666,0,0,0,0,3,0,0,0,0,1,1,0.0,0.0,3.0,9.0,0,0,0,0,0,0.0,0,0,3,0,0,0,0.0,3,0,0.0,3,0,0,0,7,0.0,3,0,0,1.0,0,0,0,0,0,0,0,36,0,0,0.0,0.0,0.0,0.02702702702702703,9.0,0.02702702702702703,0.0,0.0,0.0,0.0,0,11.616666666666667,2.4,0,0.0,0.0,0.0,0.0,0.0,1296.0,108.0,36.0,36.0,9.0,3.0,3.0,1.0,1.0,1.0,False,IERC3156FlashLender,openzeppelin
72,0,0,7,0,0,0,0,0,0,16,3,1,0.0,0,9,0.5625,0,0,2,0,7,0,0,0,0,2,1,0.0,0.0,7.0,24.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16.0,0.11764705882352941,0.0,0.0,0.0,0.0,0,10.625,4.9,0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,False,IERC4906,openzeppelin
73,0,0,2,1,0,0,0,1,0,25,1,1,1.0,0,15,0.6,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,5,0.0,1,0,0,1.0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.038461538461538464,12.5,0.038461538461538464,0.0,0.0,0.0,0.0,0,10.95,1.5,0,0.0,0.0,0.0,0.0,0.0,625.0,25.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC3156FlashBorrower,openzeppelin
74,0,0,2,8,0,0,0,1,0,101,1,1,1.0,0,88,0.8712871287128713,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,8,0,0,0,0.0,8,0,0.0,8,0,0,0,15,0.0,8,0,0,1.0,0,0,0,0,0,0,0,101,0,0,0.0,0.0,0.0,0.00980392156862745,11.222222222222221,0.00980392156862745,0.0,0.0,0.0,0.0,0,13.662871287128713,8.8,0,0.0,0.0,0.0,0.0,0.0,10201.0,808.0,101.0,101.0,64.0,8.0,8.0,1.0,1.0,1.0,False,IERC1820Registry,openzeppelin
75,0,0,2,1,0,0,0,1,0,33,1,1,1.0,0,22,0.6666666666666666,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,6,0.0,1,0,0,1.0,0,0,0,0,0,0,0,33,0,0,0.0,0.0,0.0,0.029411764705882353,16.5,0.029411764705882353,0.0,0.0,0.0,0.0,0,11.616666666666667,2.2,0,0.0,0.0,0.0,0.0,0.0,1089.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC777Recipient,openzeppelin
76,0,0,6,3,0,0,0,1,0,4,3,1,1.0,0,2,0.5,0,0,2,0,6,0,0,0,0,2,1,0.0,0.0,6.0,18.0,0,0,0,0,0,0.0,0,0,3,0,0,0,0.0,3,0,0.0,3,0,0,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,1.0,0.4,0.0,0.0,0.0,0.0,0,9.95,4.2,0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,4.0,8.0,9.0,3.0,6.0,1.0,2.0,4.0,False,IERC721Metadata,openzeppelin
77,0,0,2,1,0,0,0,1,0,33,1,1,1.0,0,22,0.6666666666666666,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,6,0.0,1,0,0,1.0,0,0,0,0,0,0,0,33,0,0,0.0,0.0,0.0,0.029411764705882353,16.5,0.029411764705882353,0.0,0.0,0.0,0.0,0,11.616666666666667,2.2,0,0.0,0.0,0.0,0.0,0.0,1089.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC777Sender,openzeppelin
78,0,0,2,1,0,0,0,1,0,18,1,1,1.0,0,14,0.7777777777777778,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,18,0,0,0.0,0.0,0.0,0.05263157894736842,9.0,0.05263157894736842,0.0,0.0,0.0,0.0,0,12.727777777777778,1.4,0,0.0,0.0,0.0,0.0,0.0,324.0,18.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IERC1820Implementer,openzeppelin
79,0,0,5,2,0,0,0,1,0,4,2,1,1.0,0,2,0.5,0,0,1,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,0,0,0,0,0,0.0,0,0,2,0,0,0,0.0,2,0,0.0,2,0,0,0,10,0.0,2,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,1.3333333333333333,0.4,0.0,0.0,0.0,0.0,0,9.95,2.2,0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,4.0,8.0,4.0,2.0,4.0,1.0,2.0,4.0,False,IERC1155Receiver,openzeppelin
80,0,0,3,2,0,0,0,1,0,14,1,1,1.0,0,9,0.6428571428571429,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,0,0,0,0,0.0,0,0,2,0,0,0,0.0,2,0,0.0,2,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,14,0,0,0.0,0.0,0.0,0.06666666666666667,4.666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0,11.37857142857143,0.9,0,0.0,0.0,0.0,0.0,0.0,196.0,28.0,14.0,28.0,4.0,2.0,4.0,1.0,2.0,4.0,False,IERC6372,openzeppelin
81,0,0,6,1,0,0,0,1,0,4,3,1,1.0,0,2,0.5,0,0,2,0,6,0,0,0,0,2,1,0.0,0.0,6.0,18.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.2,2.0,0.4,0.0,0.0,0.0,0.0,0,9.95,4.2,0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,4.0,8.0,1.0,1.0,2.0,1.0,2.0,4.0,False,IERC1155MetadataURI,openzeppelin
82,1,2,76,5,2,0,0,16,0,202,2,1,6.6,2,84,0.4158415841584158,0,1,0,0,6,73,0,3,0,5,2,0.0,0.0,96.0,1096.32,1,127,133,17,47,1.047244094488189,5,33,5,10,0,2,0.1666666666666666,0,5,2.0,5,0,1,0,6,0.0,5,0,0,1.0,0,0,0,0,0,0,0,3232,10,5,0.0,0.3333333333333333,0.0,0.07881773399014778,33.666666666666664,0.024630541871921183,0.16666666666666666,0.0,0.0,0.0,0,8.358415841584158,11.4,0,0.0,0.0,0.0,0.0,0.0,40804.0,1010.0,3232.0,1010.0,25.0,80.0,25.0,256.0,80.0,25.0,False,Base64,openzeppelin
83,0,0,31,3,4,0,0,9,0,83,3,1,3.6666666666666665,0,45,0.5421686746987951,0,2,0,0,16,15,0,0,0,3,2,0.0,0.0,31.0,273.83333333333337,0,30,31,0,11,1.0333333333333334,1,11,3,11,0,4,0.2666666666666666,0,3,3.6666666666666665,9,0,1,2,8,0.5,3,0,0,1.0,0,0,0,0,0,0,0,747,12,0,0.0,1.0,0.0,0.10714285714285714,20.75,0.03571428571428571,0.0,0.0,0.0,0.0,0,9.971686746987952,10.5,0,0.0,0.0,0.0,0.0,0.0,6889.0,249.0,747.0,249.0,9.0,27.0,9.0,81.0,27.0,9.0,False,Create2,openzeppelin
84,0,0,4,2,0,0,0,1,0,16,1,1,1.0,0,7,0.4375,0,0,0,0,2,2,0,0,0,2,1,0.0,0.0,4.0,6.8,0,4,2,0,1,0.5,2,2,2,0,0,0,0.0,0,2,0.0,2,0,0,0,4,0.0,2,0,0,1.0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,0.058823529411764705,5.333333333333333,0.11764705882352941,0.0,0.0,0.0,0.0,0,9.325,0.7,0,0.0,0.0,0.0,0.0,0.0,256.0,32.0,16.0,32.0,4.0,2.0,4.0,1.0,2.0,4.0,False,Comparators,openzeppelin
85,0,0,5,3,0,0,0,1,0,24,1,1,1.0,0,12,0.5,0,0,0,0,2,3,0,0,0,2,1,0.0,0.0,5.0,10.25,0,6,3,0,1,0.5,3,3,3,0,0,0,0.0,0,3,0.0,3,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0.0,0.04,6.0,0.08,0.0,0.0,0.0,0.0,0,9.95,1.2,0,0.0,0.0,0.0,0.0,0.0,576.0,72.0,24.0,48.0,9.0,3.0,6.0,1.0,2.0,4.0,False,Context,openzeppelin
86,0,0,10,6,2,0,0,5,1,121,1,1,1.6666666666666667,0,76,0.628099173553719,0,0,0,0,4,6,0,0,0,4,3,0.0,0.0,10.0,20.5,0,33,29,0,18,0.8787878787878788,5,10,6,14,0,2,0.125,0,6,2.333333333333333,9,0,1,1,13,1.0,5,0,0,1.0,0,0,0,0,0,0,0,605,12,0,0.0,0.2857142857142857,0.3333333333333333,0.040983606557377046,17.285714285714285,0.03278688524590164,0.0,0.0,0.0,0.0,0,11.03099173553719,7.6,0,0.0,0.0,0.0,0.0,0.0,14641.0,726.0,605.0,484.0,36.0,30.0,24.0,25.0,20.0,16.0,False,RelayedCall,openzeppelin
87,1,0,9,6,0,1,0,5,0,66,2,1,2.0,0,35,0.5303030303030303,0,0,1,0,4,6,0,1,0,3,2,0.0,0.0,19.0,51.93333333333333,0,24,20,0,6,0.8333333333333334,6,12,6,10,1,0,0.0,1,5,1.6666666666666667,3,1,1,0,12,0.0,6,0,0,1.0,0,0,0,0,0,0,0,330,0,3,0.0,0.0,0.0,0.07462686567164178,9.428571428571429,0.04477611940298507,0.25,0.0,0.0,0.0,0,10.053030303030303,5.5,0,0.0,0.0,0.0,0.0,0.0,4356.0,396.0,330.0,198.0,36.0,30.0,18.0,25.0,15.0,9.0,False,NoncesKeyed,openzeppelin
88,0,0,4,3,0,1,0,3,0,41,1,1,1.6666666666666667,0,22,0.5365853658536586,0,0,0,0,2,2,0,0,0,2,1,0.0,0.0,4.0,6.8,0,9,7,0,3,0.7777777777777778,2,5,3,2,0,0,0.0,1,2,0.6666666666666666,3,1,1,0,4,0.0,3,0,0,1.0,0,0,0,0,0,0,0,123,0,0,0.0,0.0,0.0,0.07142857142857142,10.25,0.047619047619047616,0.0,0.0,0.0,0.0,0,10.215853658536584,2.2,0,0.0,0.0,0.0,0.0,0.0,1681.0,123.0,123.0,82.0,9.0,9.0,6.0,9.0,6.0,4.0,False,Nonces,openzeppelin
89,0,0,20,9,0,0,0,1,0,126,1,1,1.0,0,57,0.4523809523809524,0,0,0,0,11,9,0,0,0,3,2,0.0,0.0,20.0,115.33333333333334,0,36,27,0,3,0.75,0,9,9,0,0,0,0.0,0,9,0.0,7,0,0,0,9,0.0,9,0,0,1.0,0,0,0,0,0,0,0,126,0,0,0.0,0.0,0.0,0.007874015748031496,12.6,0.023622047244094488,0.0,0.0,0.0,0.0,0,9.473809523809525,5.7,0,0.0,0.0,0.0,0.0,0.0,15876.0,1134.0,126.0,378.0,81.0,9.0,27.0,1.0,3.0,9.0,False,StorageSlot,openzeppelin
90,0,0,10,5,0,1,2,3,0,98,2,1,1.8,0,60,0.6122448979591837,0,0,1,0,3,7,0,0,0,2,1,0.0,0.0,10.0,39.5,0,18,15,0,3,0.8333333333333334,1,9,5,8,0,0,0.0,1,4,1.6,6,1,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,294,0,0,0.0,0.0,0.0,0.030303030303030304,16.333333333333332,0.020202020202020204,0.0,0.0,0.0,0.0,0,14.972448979591837,8.0,0,0.0,0.0,0.0,0.0,0.0,9604.0,490.0,294.0,196.0,25.0,15.0,10.0,9.0,6.0,4.0,False,Pausable,openzeppelin
95,0,0,21,10,0,0,0,1,0,144,1,1,1.0,0,67,0.4652777777777778,0,0,0,0,11,10,0,0,0,3,2,0.0,0.0,21.0,126.0,0,70,60,0,13,0.8571428571428571,1,10,10,21,0,0,0.0,0,10,2.1,4,0,0,0,18,0.0,10,0,0,1.0,0,0,0,0,0,0,0,144,0,0,0.0,0.0,0.0,0.006896551724137931,13.090909090909092,0.020689655172413793,0.0,0.0,0.0,0.0,0,9.602777777777778,6.7,0,0.0,0.0,0.0,0.0,0.0,20736.0,1440.0,144.0,432.0,100.0,10.0,30.0,1.0,3.0,9.0,False,SlotDerivation,openzeppelin
96,0,0,4,2,0,10,0,1,0,54,1,1,1.0,0,34,0.6296296296296297,0,0,0,0,3,1,0,0,0,3,2,0.0,0.0,4.0,4.933333333333334,0,16,14,0,9,0.875,0,2,2,2,0,0,0.0,0,2,1.0,3,10,0,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,54,0,0,0.0,0.0,0.0,0.01818181818181818,18.0,0.05454545454545454,0.0,0.0,0.0,0.0,0,11.246296296296297,3.4,0,0.0,0.0,0.0,0.0,0.0,2916.0,108.0,54.0,162.0,4.0,2.0,6.0,1.0,3.0,9.0,False,Panic,openzeppelin
